Image_Path,Actual_Class,Predicted_Class_1,1,Predicted_Class_2,2,Predicted_Class_3,3,Predicted_Class_4,4,Predicted_Class_5,5,,,,,,,
/home/alex/dash_clip_app/bat/n02139199_2758-4.png,bat,rabbit,95.17%,kangaroo,0.99%,mouse,0.70%,deer,0.51%,bat,0.34%,,,,,,,
/home/alex/dash_clip_app/bat/n02139199_2758-5.png,bat,bat,61.37%,cat,8.32%,kangaroo,7.62%,mouse,2.87%,rabbit,2.68%,,,,,,,
/home/alex/dash_clip_app/bat/n02139199_2758-6.png,bat,bat,18.72%,ant,14.00%,kangaroo,13.74%,rabbit,8.79%,deer,4.83%,,,,,,,
/home/alex/dash_clip_app/bat/n02139199_2758-8.png,bat,rabbit,45.78%,bat,13.31%,deer,5.97%,kangaroo,4.36%,giraffe,4.24%,,,,,,,
/home/alex/dash_clip_app/bat/n02139199_2758-9.png,bat,rabbit,62.40%,bat,10.52%,kangaroo,4.43%,mouse,2.76%,deer,1.87%,,,,,,,
/home/alex/dash_clip_app/bear/n02131653_170-1.png,bear,rabbit,92.94%,dog,2.25%,kangaroo,0.83%,bear,0.71%,mouse,0.64%,,,,,,,
/home/alex/dash_clip_app/bear/n02131653_170-2.png,bear,bear,73.52%,teddy_bear,24.60%,dog,0.32%,lion,0.30%,elephant,0.19%,,,,,,,
/home/alex/dash_clip_app/bear/n02131653_170-3.png,bear,giraffe,14.66%,sheep,11.10%,dog,6.00%,deer,5.08%,horse,4.80%,,,,,,,
/home/alex/dash_clip_app/bear/n02131653_170-4.png,bear,dog,47.89%,bear,24.55%,teddy_bear,17.52%,pig,1.94%,lion,1.87%,,,,,,,
/home/alex/dash_clip_app/bear/n02131653_170-5.png,bear,dog,34.54%,bear,18.84%,ape,9.57%,teddy_bear,7.30%,pig,2.31%,,,,,,,
/home/alex/dash_clip_app/bear/n02131653_170-6.png,bear,bear,84.12%,teddy_bear,13.80%,mouse,0.41%,ape,0.33%,lion,0.23%,,,,,,,
/home/alex/dash_clip_app/bear/n02131653_170-8.png,bear,bear,66.69%,teddy_bear,29.15%,lion,0.63%,cat,0.51%,raccoon,0.38%,,,,,,,
/home/alex/dash_clip_app/bear/n02131653_508-1.png,bear,cow,59.45%,rhinoceros,14.46%,sheep,10.64%,dog,3.57%,pig,2.10%,,,,,,,
/home/alex/dash_clip_app/bear/n02131653_508-2.png,bear,cat,23.73%,rabbit,19.27%,mouse,5.55%,penguin,4.16%,dog,3.68%,,,,,,,
/home/alex/dash_clip_app/bear/n02131653_508-9.png,bear,dog,49.37%,kangaroo,13.68%,bear,6.59%,deer,5.91%,mouse,3.62%,,,,,,,
/home/alex/dash_clip_app/bee/n02206856_123-1.png,bee,ant,14.01%,beetle,12.00%,snail,7.23%,scorpion,6.58%,bee,6.25%,,,,,,,
/home/alex/dash_clip_app/bee/n02206856_123-3.png,bee,ant,54.04%,beetle,12.31%,bee,11.49%,mouse,6.71%,flower,3.39%,,,,,,,
/home/alex/dash_clip_app/bee/n02206856_123-4.png,bee,bee,61.73%,beetle,24.12%,ant,7.71%,snail,1.79%,butterfly,0.89%,,,,,,,
/home/alex/dash_clip_app/bee/n02206856_123-5.png,bee,butterfly,68.45%,fan,4.74%,ant,4.50%,beetle,3.96%,scissors,2.44%,,,,,,,
/home/alex/dash_clip_app/bee/n02206856_55-1.png,bee,ant,33.09%,bee,26.31%,beetle,17.20%,butterfly,5.40%,mouse,4.72%,,,,,,,
/home/alex/dash_clip_app/bee/n02206856_55-2.png,bee,butterfly,11.88%,snail,10.49%,blimp,5.81%,mushroom,5.76%,fish,4.92%,,,,,,,
/home/alex/dash_clip_app/bee/n02206856_55-3.png,bee,hermit_crab,13.49%,blimp,6.23%,hot-air_balloon,6.23%,snail,5.67%,hammer,3.86%,,,,,,,
/home/alex/dash_clip_app/bee/n02206856_55-4.png,bee,beetle,16.45%,bee,14.12%,ant,8.28%,rabbit,6.25%,spoon,5.03%,,,,,,,
/home/alex/dash_clip_app/bee/n02206856_55-5.png,bee,bee,25.91%,ant,24.22%,beetle,13.95%,rabbit,8.60%,butterfly,4.11%,,,,,,,
/home/alex/dash_clip_app/bee/n02206856_55-6.png,bee,hermit_crab,39.57%,beetle,6.96%,ant,6.72%,crab,4.38%,hotdog,3.66%,,,,,,,
/home/alex/dash_clip_app/beetle/n02165105_1436-1.png,beetle,beetle,36.94%,ant,32.19%,spider,22.97%,bee,1.98%,scorpion,1.93%,,,,,,,
/home/alex/dash_clip_app/beetle/n02165105_1436-2.png,beetle,spider,36.82%,beetle,28.10%,ant,15.62%,crab,6.18%,hermit_crab,3.81%,,,,,,,
/home/alex/dash_clip_app/beetle/n02165105_1436-3.png,beetle,beetle,77.78%,ant,10.90%,bee,5.18%,spider,1.28%,scorpion,1.07%,,,,,,,
/home/alex/dash_clip_app/beetle/n02165105_1436-4.png,beetle,beetle,51.65%,ant,35.12%,bee,7.18%,spider,3.10%,scorpion,0.87%,,,,,,,
/home/alex/dash_clip_app/beetle/n02165105_1436-5.png,beetle,ant,42.62%,beetle,25.33%,spider,5.48%,hermit_crab,5.00%,bee,4.05%,,,,,,,
/home/alex/dash_clip_app/beetle/n02165105_92-1.png,beetle,beetle,52.66%,ant,26.69%,bee,7.89%,spider,7.67%,hermit_crab,1.67%,,,,,,,
/home/alex/dash_clip_app/beetle/n02165105_92-2.png,beetle,ant,48.13%,spider,27.01%,beetle,8.10%,hermit_crab,5.86%,bee,5.13%,,,,,,,
/home/alex/dash_clip_app/beetle/n02165105_92-3.png,beetle,ant,68.45%,beetle,11.49%,spider,7.94%,bee,5.61%,scorpion,1.43%,,,,,,,
/home/alex/dash_clip_app/beetle/n02165105_92-4.png,beetle,spider,71.35%,ant,19.92%,beetle,2.71%,crab,1.45%,fan,1.06%,,,,,,,
/home/alex/dash_clip_app/beetle/n02165105_92-5.png,beetle,beetle,65.28%,hermit_crab,19.16%,snail,6.61%,turtle,2.34%,bee,1.60%,,,,,,,
/home/alex/dash_clip_app/bell/n02824448_281-1.png,bell,chair,24.86%,bell,13.99%,pretzel,7.23%,hourglass,5.80%,eyeglasses,5.78%,,,,,,,
/home/alex/dash_clip_app/bell/n02824448_281-2.png,bell,bell,86.19%,armor,1.59%,pear,1.25%,ray,1.11%,penguin,0.87%,,,,,,,
/home/alex/dash_clip_app/bell/n02824448_281-3.png,bell,hat,27.41%,pear,14.39%,bell,11.18%,jack-o-lantern,5.73%,hourglass,3.23%,,,,,,,
/home/alex/dash_clip_app/bell/n02824448_281-4.png,bell,bell,84.69%,snail,2.96%,pear,2.62%,hot-air_balloon,1.64%,rocket,1.04%,,,,,,,
/home/alex/dash_clip_app/bell/n02824448_281-5.png,bell,shoe,27.69%,harp,13.79%,hourglass,11.66%,chair,3.62%,saxophone,2.90%,,,,,,,
/home/alex/dash_clip_app/bell/n02824448_281-6.png,bell,bell,48.84%,hat,24.15%,armor,7.56%,teapot,6.06%,hermit_crab,2.38%,,,,,,,
/home/alex/dash_clip_app/bell/n02824448_679-1.png,bell,bell,45.07%,snail,6.53%,skyscraper,5.45%,armor,3.35%,tank,2.88%,,,,,,,
/home/alex/dash_clip_app/bell/n02824448_679-2.png,bell,bell,99.87%,hourglass,0.02%,teapot,0.02%,hat,0.01%,candle,0.01%,,,,,,,
/home/alex/dash_clip_app/bell/n02824448_679-3.png,bell,bell,99.94%,candle,0.01%,geyser,0.01%,teapot,0.01%,trumpet,0.00%,,,,,,,
/home/alex/dash_clip_app/bell/n02824448_679-4.png,bell,bell,97.17%,hourglass,0.72%,hat,0.40%,pear,0.26%,ray,0.23%,,,,,,,
/home/alex/dash_clip_app/bench/n02828884_508-1.png,bench,chair,84.63%,couch,10.62%,table,0.76%,bench,0.55%,teapot,0.36%,,,,,,,
/home/alex/dash_clip_app/bench/n02828884_508-2.png,bench,chair,94.27%,table,1.90%,couch,1.45%,bench,0.96%,harp,0.24%,,,,,,,
/home/alex/dash_clip_app/bench/n02828884_508-3.png,bench,couch,44.39%,chair,31.57%,bench,2.82%,table,2.72%,hat,2.61%,,,,,,,
/home/alex/dash_clip_app/bench/n02828884_508-4.png,bench,chair,65.04%,couch,18.21%,bench,4.02%,table,2.76%,hamburger,1.47%,,,,,,,
/home/alex/dash_clip_app/bench/n02828884_508-5.png,bench,bench,24.97%,chair,24.50%,couch,20.36%,table,3.27%,piano,3.05%,,,,,,,
/home/alex/dash_clip_app/bench/n02828884_82-1.png,bench,chair,86.69%,couch,8.41%,table,1.59%,wheelchair,0.78%,bench,0.43%,,,,,,,
/home/alex/dash_clip_app/bench/n02828884_82-2.png,bench,chair,90.92%,bench,2.57%,wheelchair,1.36%,couch,1.29%,harp,0.44%,,,,,,,
/home/alex/dash_clip_app/bench/n02828884_82-3.png,bench,hat,34.89%,chair,11.23%,eyeglasses,4.75%,fan,4.45%,armor,4.35%,,,,,,,
/home/alex/dash_clip_app/bench/n02828884_82-4.png,bench,horse,14.70%,cow,13.59%,chair,10.95%,camel,4.05%,crab,2.90%,,,,,,,
/home/alex/dash_clip_app/bench/n02828884_82-5.png,bench,chair,43.44%,table,19.26%,couch,7.27%,bench,7.11%,piano,6.46%,,,,,,,
/home/alex/dash_clip_app/bicycle/n02834778_63-1.png,bicycle,bicycle,95.01%,motorcycle,3.14%,wheelchair,1.07%,pretzel,0.18%,fan,0.04%,,,,,,,
/home/alex/dash_clip_app/bicycle/n02834778_63-2.png,bicycle,bicycle,89.84%,motorcycle,5.55%,wheelchair,3.03%,mushroom,0.20%,helicopter,0.08%,,,,,,,
/home/alex/dash_clip_app/bicycle/n02834778_63-3.png,bicycle,bicycle,96.88%,motorcycle,1.42%,wheelchair,0.80%,cannon,0.08%,eyeglasses,0.07%,,,,,,,
/home/alex/dash_clip_app/bicycle/n02834778_63-4.png,bicycle,bicycle,87.42%,motorcycle,5.23%,wheelchair,4.62%,cannon,0.33%,beetle,0.18%,,,,,,,
/home/alex/dash_clip_app/bicycle/n02834778_63-5.png,bicycle,bicycle,97.65%,wheelchair,0.67%,motorcycle,0.51%,cannon,0.08%,eyeglasses,0.07%,,,,,,,
/home/alex/dash_clip_app/bicycle/n02834778_642-1.png,bicycle,bicycle,49.23%,wheelchair,26.84%,cannon,14.37%,motorcycle,4.02%,teapot,0.54%,,,,,,,
/home/alex/dash_clip_app/bicycle/n02834778_642-2.png,bicycle,bicycle,68.41%,wheelchair,3.71%,motorcycle,3.00%,bell,2.50%,hammer,2.38%,,,,,,,
/home/alex/dash_clip_app/bicycle/n02834778_642-3.png,bicycle,bicycle,91.29%,wheelchair,4.65%,motorcycle,2.70%,helicopter,0.11%,pretzel,0.06%,,,,,,,
/home/alex/dash_clip_app/bicycle/n02834778_642-4.png,bicycle,bicycle,66.32%,wheelchair,22.40%,cannon,4.01%,motorcycle,2.99%,horse,0.41%,,,,,,,
/home/alex/dash_clip_app/bicycle/n02834778_642-5.png,bicycle,bicycle,76.38%,wheelchair,11.06%,cannon,4.67%,motorcycle,3.45%,car_(sedan),0.28%,,,,,,,
/home/alex/dash_clip_app/blimp/n02850950_58-1.png,blimp,hotdog,19.67%,blimp,8.72%,rocket,6.25%,banana,5.18%,hermit_crab,5.05%,,,,,,,
/home/alex/dash_clip_app/blimp/n02850950_58-2.png,blimp,spoon,26.74%,blimp,19.18%,pear,13.23%,eyeglasses,4.22%,hotdog,3.81%,,,,,,,
/home/alex/dash_clip_app/blimp/n02850950_58-3.png,blimp,rocket,72.17%,blimp,11.40%,airplane,2.01%,knife,1.91%,shoe,1.35%,,,,,,,
/home/alex/dash_clip_app/blimp/n02850950_58-4.png,blimp,blimp,29.74%,turtle,12.44%,ray,7.80%,sea_turtle,5.30%,fan,4.46%,,,,,,,
/home/alex/dash_clip_app/blimp/n02850950_58-5.png,blimp,axe,12.39%,knife,9.03%,fish,8.28%,blimp,6.55%,hotdog,5.28%,,,,,,,
/home/alex/dash_clip_app/blimp/n02850950_58-6.png,blimp,blimp,44.18%,rocket,5.67%,mouse,4.63%,pear,4.18%,ray,3.68%,,,,,,,
/home/alex/dash_clip_app/blimp/n02850950_58-7.png,blimp,hammer,16.36%,airplane,7.29%,rocket,7.28%,knife,6.31%,blimp,5.44%,,,,,,,
/home/alex/dash_clip_app/blimp/n02850950_729-2.png,blimp,hotdog,25.63%,axe,6.50%,hammer,6.02%,bread,6.01%,knife,4.76%,,,,,,,
/home/alex/dash_clip_app/blimp/n02850950_729-3.png,blimp,rocket,16.81%,knife,9.52%,blimp,8.62%,rhinoceros,7.21%,mouse,5.65%,,,,,,,
/home/alex/dash_clip_app/blimp/n02850950_729-4.png,blimp,hotdog,18.19%,blimp,14.39%,rocket,8.46%,spoon,8.30%,knife,7.97%,,,,,,,
/home/alex/dash_clip_app/bread/n07679356_23722-1.png,bread,eyeglasses,8.82%,bread,6.31%,apple,5.66%,racket,4.23%,sword,3.76%,,,,,,,
/home/alex/dash_clip_app/bread/n07679356_23722-10.png,bread,bread,16.24%,turtle,8.92%,racket,7.17%,snail,5.86%,hermit_crab,5.10%,,,,,,,
/home/alex/dash_clip_app/bread/n07679356_23722-2.png,bread,bread,13.90%,apple,8.82%,racket,5.66%,jack-o-lantern,5.49%,pear,5.10%,,,,,,,
/home/alex/dash_clip_app/bread/n07679356_23722-3.png,bread,apple,15.72%,pear,5.70%,racket,5.64%,fan,4.11%,rabbit,3.45%,,,,,,,
